sequence,fake_file,FID
K07_A015_R04,K07_A015_R04_label_14.npy,10.908811520522056
K08_A001_R01,K08_A001_R01_label_0.npy,13.614690977073096
K08_A001_R02,K08_A001_R02_label_0.npy,10.491800772884496
K08_A001_R03,K08_A001_R03_label_0.npy,8.021400577591804
K08_A001_R04,K08_A001_R04_label_0.npy,3.9959225626143056
K08_A002_R01,K08_A002_R01_label_1.npy,18.143347352749334
K08_A002_R02,K08_A002_R02_label_1.npy,79.10810589292444
K08_A002_R03,K08_A002_R03_label_1.npy,22.587821111632035
K08_A002_R04,K08_A002_R04_label_1.npy,35.67811570484536
K08_A003_R01,K08_A003_R01_label_2.npy,22.923949933238976
K08_A003_R02,K08_A003_R02_label_2.npy,34.47822866499554
K08_A003_R03,K08_A003_R03_label_2.npy,38.73077858885871
K08_A003_R04,K08_A003_R04_label_2.npy,50.43870072436332
K08_A004_R01,K08_A004_R01_label_3.npy,2.6856630934840187
K08_A004_R02,K08_A004_R02_label_3.npy,11.849839916088342
K08_A004_R03,K08_A004_R03_label_3.npy,8.742805117740287
K08_A004_R04,K08_A004_R04_label_3.npy,3.639580556751884
K08_A005_R01,K08_A005_R01_label_4.npy,10.350680251933642
K08_A005_R02,K08_A005_R02_label_4.npy,16.88536967343619
K08_A005_R03,K08_A005_R03_label_4.npy,5.283945937050059
K08_A005_R04,K08_A005_R04_label_4.npy,5.51845690264168
K08_A006_R01,K08_A006_R01_label_5.npy,5.1895768623647545
K08_A006_R02,K08_A006_R02_label_5.npy,9.533811892123197
K08_A006_R03,K08_A006_R03_label_5.npy,2.2276312508549587
K08_A006_R04,K08_A006_R04_label_5.npy,18.63626020445108
K08_A007_R01,K08_A007_R01_label_6.npy,2.285991124472028
K08_A007_R02,K08_A007_R02_label_6.npy,2.339974511156735
K08_A007_R03,K08_A007_R03_label_6.npy,4.7942198246633225
K08_A007_R04,K08_A007_R04_label_6.npy,3.116942870756711
K08_A008_R01,K08_A008_R01_label_7.npy,18.64978122146574
K08_A008_R02,K08_A008_R02_label_7.npy,13.66362593727672
K08_A008_R03,K08_A008_R03_label_7.npy,8.349467825516516
K08_A008_R04,K08_A008_R04_label_7.npy,6.555180461435999
K08_A009_R01,K08_A009_R01_label_8.npy,7.904281654530809
K08_A009_R02,K08_A009_R02_label_8.npy,20.641436312958835
K08_A009_R03,K08_A009_R03_label_8.npy,18.194457353883003
K08_A009_R04,K08_A009_R04_label_8.npy,16.124351743157114
K08_A010_R01,K08_A010_R01_label_9.npy,63.87653485004234
K08_A010_R02,K08_A010_R02_label_9.npy,109.77433784949002
K08_A010_R03,K08_A010_R03_label_9.npy,57.67757804071497
K08_A010_R04,K08_A010_R04_label_9.npy,116.35297007506803
K08_A011_R01,K08_A011_R01_label_10.npy,16.74527005121548
K08_A011_R02,K08_A011_R02_label_10.npy,13.315088404907934
K08_A011_R03,K08_A011_R03_label_10.npy,26.026105058451087
K08_A011_R04,K08_A011_R04_label_10.npy,12.33245497643504
K08_A012_R01,K08_A012_R01_label_11.npy,7.594556569092281
K08_A012_R02,K08_A012_R02_label_11.npy,3.626254382213373
K08_A012_R03,K08_A012_R03_label_11.npy,7.182884835014564
K08_A012_R04,K08_A012_R04_label_11.npy,15.130821375809946
K08_A013_R01,K08_A013_R01_label_12.npy,2.5091942390369444
K08_A013_R02,K08_A013_R02_label_12.npy,3.322113717106485
K08_A013_R03,K08_A013_R03_label_12.npy,19.146278967365756
K08_A013_R04,K08_A013_R04_label_12.npy,3.1962496328890078
K08_A014_R01,K08_A014_R01_label_13.npy,6.053391318429128
K08_A014_R02,K08_A014_R02_label_13.npy,4.001751761821673
K08_A014_R03,K08_A014_R03_label_13.npy,4.022341048342146
K08_A014_R04,K08_A014_R04_label_13.npy,33.85334760024148
K08_A015_R01,K08_A015_R01_label_14.npy,3.787652325712601
K08_A015_R02,K08_A015_R02_label_14.npy,5.572680224755961
K08_A015_R03,K08_A015_R03_label_14.npy,2.0267982232710704
K08_A015_R04,K08_A015_R04_label_14.npy,5.589253705534887
K09_A001_R01,K09_A001_R01_label_0.npy,8.61102798193015
K09_A001_R02,K09_A001_R02_label_0.npy,7.602131557492276
K09_A001_R03,K09_A001_R03_label_0.npy,12.007803706189163
K09_A001_R04,K09_A001_R04_label_0.npy,9.246334134218724
K09_A002_R01,K09_A002_R01_label_1.npy,7.284432495934223
K09_A002_R02,K09_A002_R02_label_1.npy,6.757088849026413
K09_A002_R03,K09_A002_R03_label_1.npy,52.27002803506494
K09_A002_R04,K09_A002_R04_label_1.npy,79.87405298599265
K09_A003_R01,K09_A003_R01_label_2.npy,17.726889849617326
K09_A003_R02,K09_A003_R02_label_2.npy,17.517235161787614
K09_A003_R03,K09_A003_R03_label_2.npy,28.809124969859194
K09_A003_R04,K09_A003_R04_label_2.npy,20.476736282853935
K09_A004_R01,K09_A004_R01_label_3.npy,15.905938309042902
K09_A004_R02,K09_A004_R02_label_3.npy,14.95395973982428
K09_A004_R03,K09_A004_R03_label_3.npy,12.638914191342709
K09_A004_R04,K09_A004_R04_label_3.npy,13.858336742134812
K09_A005_R01,K09_A005_R01_label_4.npy,11.25051748999425
K09_A005_R02,K09_A005_R02_label_4.npy,13.487063415616644
K09_A005_R03,K09_A005_R03_label_4.npy,3.568747196656523
K09_A005_R04,K09_A005_R04_label_4.npy,11.968766797611732
K09_A006_R01,K09_A006_R01_label_5.npy,37.06393565628169
K09_A006_R02,K09_A006_R02_label_5.npy,27.802852935442807
K09_A006_R03,K09_A006_R03_label_5.npy,31.21086379971198
K09_A006_R04,K09_A006_R04_label_5.npy,32.3930859306559
K09_A007_R01,K09_A007_R01_label_6.npy,16.266309982352034
K09_A007_R02,K09_A007_R02_label_6.npy,17.64775610157793
K09_A007_R03,K09_A007_R03_label_6.npy,18.239405013530874
K09_A007_R04,K09_A007_R04_label_6.npy,17.38071838576506
K09_A008_R01,K09_A008_R01_label_7.npy,18.286553375682434
K09_A008_R02,K09_A008_R02_label_7.npy,18.646179081853962
K09_A008_R03,K09_A008_R03_label_7.npy,28.207305127935392
K09_A008_R04,K09_A008_R04_label_7.npy,24.331543524314156
K09_A009_R01,K09_A009_R01_label_8.npy,41.663409401235654
K09_A009_R02,K09_A009_R02_label_8.npy,51.53934840753881
K09_A009_R03,K09_A009_R03_label_8.npy,45.1176173494678
K09_A009_R04,K09_A009_R04_label_8.npy,58.125271898542614
K09_A010_R01,K09_A010_R01_label_9.npy,4.535510339437502
K09_A010_R02,K09_A010_R02_label_9.npy,41.671523573516204
K09_A010_R03,K09_A010_R03_label_9.npy,40.1209986252601
K09_A010_R04,K09_A010_R04_label_9.npy,34.433466542908754
K09_A011_R01,K09_A011_R01_label_10.npy,15.595885496570565
K09_A011_R02,K09_A011_R02_label_10.npy,23.018890923051377
K09_A011_R03,K09_A011_R03_label_10.npy,15.3375432881199
K09_A011_R04,K09_A011_R04_label_10.npy,51.38850813752723
K09_A012_R01,K09_A012_R01_label_11.npy,8.486003772148178
K09_A012_R02,K09_A012_R02_label_11.npy,13.84443494349982
K09_A012_R03,K09_A012_R03_label_11.npy,26.758561662144828
K09_A012_R04,K09_A012_R04_label_11.npy,27.157896179320037
K09_A013_R01,K09_A013_R01_label_12.npy,8.755740568050776
K09_A013_R02,K09_A013_R02_label_12.npy,16.32682846312691
K09_A013_R03,K09_A013_R03_label_12.npy,5.102236091358027
K09_A013_R04,K09_A013_R04_label_12.npy,10.993273323295686
K09_A014_R01,K09_A014_R01_label_13.npy,4.14115622038039
K09_A014_R02,K09_A014_R02_label_13.npy,2.054415405500942
K09_A014_R03,K09_A014_R03_label_13.npy,2.0455773730228373
K09_A014_R04,K09_A014_R04_label_13.npy,7.998843738332736
K09_A015_R01,K09_A015_R01_label_14.npy,1.2408177488214012
K09_A015_R02,K09_A015_R02_label_14.npy,5.224535482140606
K09_A015_R03,K09_A015_R03_label_14.npy,4.234317893510097
K09_A015_R04,K09_A015_R04_label_14.npy,4.416105886270153
K10_A001_R01,K10_A001_R01_label_0.npy,8.846524573636827
K10_A001_R02,K10_A001_R02_label_0.npy,16.837005950547006
K10_A001_R03,K10_A001_R03_label_0.npy,13.77883780160177
K10_A001_R04,K10_A001_R04_label_0.npy,16.17266613380057
K10_A002_R01,K10_A002_R01_label_1.npy,11.762186623874241
K10_A002_R02,K10_A002_R02_label_1.npy,14.979989544505113
K10_A002_R03,K10_A002_R03_label_1.npy,11.63754695165555
K10_A002_R04,K10_A002_R04_label_1.npy,6.185684365312207
K10_A003_R01,K10_A003_R01_label_2.npy,13.202138099052176
K10_A003_R02,K10_A003_R02_label_2.npy,7.919403049438434
K10_A003_R03,K10_A003_R03_label_2.npy,8.908386983242222
K10_A003_R04,K10_A003_R04_label_2.npy,7.0148531166501495
K10_A004_R01,K10_A004_R01_label_3.npy,9.30118879441599
K10_A004_R02,K10_A004_R02_label_3.npy,7.549132809024689
K10_A004_R03,K10_A004_R03_label_3.npy,25.107917793245925
K10_A004_R04,K10_A004_R04_label_3.npy,25.560458031777586
K10_A005_R01,K10_A005_R01_label_4.npy,13.674943115208714
K10_A005_R02,K10_A005_R02_label_4.npy,16.644260615120473
K10_A005_R03,K10_A005_R03_label_4.npy,21.910155980503003
K10_A005_R04,K10_A005_R04_label_4.npy,25.76551897619159
K10_A006_R01,K10_A006_R01_label_5.npy,17.38123979844774
K10_A006_R02,K10_A006_R02_label_5.npy,16.056254239022277
K10_A006_R03,K10_A006_R03_label_5.npy,26.965522738442345
K10_A006_R04,K10_A006_R04_label_5.npy,25.82941828120508
K10_A007_R01,K10_A007_R01_label_6.npy,12.183846245414953
K10_A007_R02,K10_A007_R02_label_6.npy,9.802965825237454
K10_A007_R03,K10_A007_R03_label_6.npy,10.314410534921333
K10_A007_R04,K10_A007_R04_label_6.npy,7.512090218217722
K10_A008_R01,K10_A008_R01_label_7.npy,2.9740384860133053
K10_A008_R02,K10_A008_R02_label_7.npy,1.5362439006360455
K10_A008_R03,K10_A008_R03_label_7.npy,3.439940104162866
K10_A008_R04,K10_A008_R04_label_7.npy,3.163338110240155
K10_A009_R01,K10_A009_R01_label_8.npy,37.030821729165226
K10_A009_R02,K10_A009_R02_label_8.npy,25.50100044917457
K10_A009_R03,K10_A009_R03_label_8.npy,5.953356267751129
K10_A009_R04,K10_A009_R04_label_8.npy,10.19224089624799
K10_A010_R01,K10_A010_R01_label_9.npy,44.04388467139843
K10_A010_R02,K10_A010_R02_label_9.npy,40.37447931773056
K10_A010_R03,K10_A010_R03_label_9.npy,47.27477386047639
K10_A010_R04,K10_A010_R04_label_9.npy,25.64266866114772
K10_A011_R01,K10_A011_R01_label_10.npy,11.807919458697919
K10_A011_R02,K10_A011_R02_label_10.npy,12.805958389784896
K10_A011_R03,K10_A011_R03_label_10.npy,11.09897620961903
K10_A011_R04,K10_A011_R04_label_10.npy,37.54426526768016
K10_A012_R01,K10_A012_R01_label_11.npy,12.47144290151162
K10_A012_R02,K10_A012_R02_label_11.npy,12.325716103614518
K10_A012_R03,K10_A012_R03_label_11.npy,4.982999816781698
K10_A012_R04,K10_A012_R04_label_11.npy,5.085120899914009
K10_A013_R01,K10_A013_R01_label_12.npy,12.605465524121856
K10_A013_R02,K10_A013_R02_label_12.npy,10.165125410590605
K10_A013_R03,K10_A013_R03_label_12.npy,7.295924614438555
K10_A013_R04,K10_A013_R04_label_12.npy,17.54576404117364
K10_A014_R01,K10_A014_R01_label_13.npy,4.529673306191446
K10_A014_R02,K10_A014_R02_label_13.npy,4.9966962161250805
K10_A014_R03,K10_A014_R03_label_13.npy,6.719231217594739
K10_A014_R04,K10_A014_R04_label_13.npy,4.60975063304379
K10_A015_R01,K10_A015_R01_label_14.npy,7.083506147375842
K10_A015_R02,K10_A015_R02_label_14.npy,11.988696943309744
K10_A015_R03,K10_A015_R03_label_14.npy,5.25198808332356
K10_A015_R04,K10_A015_R04_label_14.npy,25.700422709350548
K11_A001_R01,K11_A001_R01_label_0.npy,5.328517232384647
K11_A001_R02,K11_A001_R02_label_0.npy,21.847821732087308
K11_A001_R03,K11_A001_R03_label_0.npy,13.991141123151387
K11_A001_R04,K11_A001_R04_label_0.npy,14.322622635482919
K11_A002_R01,K11_A002_R01_label_1.npy,9.088721963151103
K11_A002_R02,K11_A002_R02_label_1.npy,54.01401760240813
K11_A002_R03,K11_A002_R03_label_1.npy,7.639477901857127
K11_A002_R04,K11_A002_R04_label_1.npy,4.789323373795697
K11_A003_R01,K11_A003_R01_label_2.npy,31.096547619805797
K11_A003_R02,K11_A003_R02_label_2.npy,16.2181113572982
K11_A003_R03,K11_A003_R03_label_2.npy,37.79562529383848
K11_A003_R04,K11_A003_R04_label_2.npy,19.979509252411763
K11_A004_R01,K11_A004_R01_label_3.npy,4.8770879163926715
K11_A004_R02,K11_A004_R02_label_3.npy,2.2238616319726634
K11_A004_R03,K11_A004_R03_label_3.npy,3.2708692390914633
K11_A004_R04,K11_A004_R04_label_3.npy,0.679995609619162
K11_A005_R01,K11_A005_R01_label_4.npy,59.50663870402889
K11_A005_R02,K11_A005_R02_label_4.npy,43.91195524273151
K11_A005_R03,K11_A005_R03_label_4.npy,25.88487269870611
K11_A005_R04,K11_A005_R04_label_4.npy,12.213020106664793
K11_A006_R01,K11_A006_R01_label_5.npy,26.172714149959678
K11_A006_R02,K11_A006_R02_label_5.npy,16.41685074842511
K11_A006_R03,K11_A006_R03_label_5.npy,14.693182771464059
K11_A006_R04,K11_A006_R04_label_5.npy,22.254382306827388
K11_A007_R01,K11_A007_R01_label_6.npy,13.873947827469065
K11_A007_R02,K11_A007_R02_label_6.npy,10.748908710261329
K11_A007_R03,K11_A007_R03_label_6.npy,10.211366311907021
K11_A007_R04,K11_A007_R04_label_6.npy,13.891680817495534
K11_A008_R01,K11_A008_R01_label_7.npy,6.037663226959976
K11_A008_R02,K11_A008_R02_label_7.npy,7.312572322505901
K11_A008_R03,K11_A008_R03_label_7.npy,8.819457690064532
K11_A008_R04,K11_A008_R04_label_7.npy,15.605291329171886
K11_A009_R01,K11_A009_R01_label_8.npy,33.005321309139426
K11_A009_R02,K11_A009_R02_label_8.npy,34.67662912462615
K11_A009_R03,K11_A009_R03_label_8.npy,37.117006852896225
K11_A009_R04,K11_A009_R04_label_8.npy,44.36970462940428
K11_A010_R01,K11_A010_R01_label_9.npy,34.86022196393477
K11_A010_R02,K11_A010_R02_label_9.npy,68.39530183088695
K11_A010_R03,K11_A010_R03_label_9.npy,32.82992675726917
K11_A010_R04,K11_A010_R04_label_9.npy,40.277908254427004
K11_A011_R01,K11_A011_R01_label_10.npy,26.851252566567595
K11_A011_R02,K11_A011_R02_label_10.npy,13.777840671211058
K11_A011_R03,K11_A011_R03_label_10.npy,16.301932709482227
K11_A011_R04,K11_A011_R04_label_10.npy,16.459674912833233
K11_A012_R01,K11_A012_R01_label_11.npy,26.97031990464056
K11_A012_R02,K11_A012_R02_label_11.npy,17.338277832997115
K11_A012_R03,K11_A012_R03_label_11.npy,7.745701991131196
K11_A012_R04,K11_A012_R04_label_11.npy,13.33666442243445
K11_A013_R01,K11_A013_R01_label_12.npy,0.6567103416921611
K11_A013_R02,K11_A013_R02_label_12.npy,2.862933645035963
K11_A013_R03,K11_A013_R03_label_12.npy,1.8911259114694996
K11_A013_R04,K11_A013_R04_label_12.npy,2.7661523530648906
K11_A014_R01,K11_A014_R01_label_13.npy,16.743737448088044
K11_A014_R02,K11_A014_R02_label_13.npy,8.590375234683608
K11_A014_R03,K11_A014_R03_label_13.npy,8.153197110517064
K11_A014_R04,K11_A014_R04_label_13.npy,12.160907816455644
K11_A015_R01,K11_A015_R01_label_14.npy,20.29346830868169
K11_A015_R02,K11_A015_R02_label_14.npy,3.7285558676885744
K11_A015_R03,K11_A015_R03_label_14.npy,4.335568034182298
K11_A015_R04,K11_A015_R04_label_14.npy,3.8676267219463556
K12_A001_R01,K12_A001_R01_label_0.npy,9.213243160509398
K12_A001_R02,K12_A001_R02_label_0.npy,13.167044523719987
K12_A001_R03,K12_A001_R03_label_0.npy,14.866699253582777
K12_A001_R04,K12_A001_R04_label_0.npy,8.323355011335035
K12_A002_R01,K12_A002_R01_label_1.npy,41.27010480357088
K12_A002_R02,K12_A002_R02_label_1.npy,19.059038539919463
K12_A002_R03,K12_A002_R03_label_1.npy,11.620234202884692
K12_A002_R04,K12_A002_R04_label_1.npy,60.31905182841076
K12_A003_R01,K12_A003_R01_label_2.npy,4.2105182951623235
K12_A003_R02,K12_A003_R02_label_2.npy,8.680431514272083
K12_A003_R03,K12_A003_R03_label_2.npy,11.212862887360924
K12_A003_R04,K12_A003_R04_label_2.npy,8.217367432551631
K12_A004_R01,K12_A004_R01_label_3.npy,2.3173085770003476
K12_A004_R02,K12_A004_R02_label_3.npy,3.064861980403392
K12_A004_R03,K12_A004_R03_label_3.npy,4.129989476948946
K12_A004_R04,K12_A004_R04_label_3.npy,5.799330980704881
K12_A005_R01,K12_A005_R01_label_4.npy,9.299189664531372
K12_A005_R02,K12_A005_R02_label_4.npy,10.00923964017868
K12_A005_R03,K12_A005_R03_label_4.npy,10.336691921842524
K12_A005_R04,K12_A005_R04_label_4.npy,21.41111758571227
K12_A006_R01,K12_A006_R01_label_5.npy,24.524462012568456
K12_A006_R02,K12_A006_R02_label_5.npy,21.92610589211381
K12_A006_R03,K12_A006_R03_label_5.npy,24.383288458489588
K12_A006_R04,K12_A006_R04_label_5.npy,20.125627401686643
K12_A007_R01,K12_A007_R01_label_6.npy,13.149861245917833
K12_A007_R02,K12_A007_R02_label_6.npy,12.39709631058514
K12_A007_R03,K12_A007_R03_label_6.npy,10.813470720836134
K12_A007_R04,K12_A007_R04_label_6.npy,9.195518247071185
K12_A008_R01,K12_A008_R01_label_7.npy,10.409559274898456
K12_A008_R02,K12_A008_R02_label_7.npy,12.171694761651553
K12_A008_R03,K12_A008_R03_label_7.npy,10.656897841971265
K12_A008_R04,K12_A008_R04_label_7.npy,11.146580053275562
K12_A009_R01,K12_A009_R01_label_8.npy,29.514319104482357
K12_A009_R02,K12_A009_R02_label_8.npy,15.555488820626563
K12_A009_R03,K12_A009_R03_label_8.npy,13.917347070669589
K12_A009_R04,K12_A009_R04_label_8.npy,14.735392645242696
K12_A010_R01,K12_A010_R01_label_9.npy,26.606698794785288
K12_A010_R02,K12_A010_R02_label_9.npy,29.749437644087344
K12_A010_R03,K12_A010_R03_label_9.npy,29.048379636779522
K12_A010_R04,K12_A010_R04_label_9.npy,42.93396205817718
K12_A011_R01,K12_A011_R01_label_10.npy,9.373705295112787
K12_A011_R02,K12_A011_R02_label_10.npy,9.162599440614374
K12_A011_R03,K12_A011_R03_label_10.npy,9.298624213602025
K12_A011_R04,K12_A011_R04_label_10.npy,9.970162957443442
K12_A012_R01,K12_A012_R01_label_11.npy,20.22508640938074
K12_A012_R02,K12_A012_R02_label_11.npy,14.459084984604317
K12_A012_R03,K12_A012_R03_label_11.npy,19.97795481491827
K12_A012_R04,K12_A012_R04_label_11.npy,22.432637082799616
K12_A013_R01,K12_A013_R01_label_12.npy,3.845217270613735
K12_A013_R02,K12_A013_R02_label_12.npy,3.8538128808280616
K12_A013_R03,K12_A013_R03_label_12.npy,1.5822612819593531
K12_A013_R04,K12_A013_R04_label_12.npy,3.4763554046982437
K12_A014_R01,K12_A014_R01_label_13.npy,13.912592245850167
K12_A014_R02,K12_A014_R02_label_13.npy,8.598002122407197
K12_A014_R03,K12_A014_R03_label_13.npy,5.190893895315033
K12_A014_R04,K12_A014_R04_label_13.npy,4.907721370387516
K12_A015_R01,K12_A015_R01_label_14.npy,8.708938698633764
K12_A015_R02,K12_A015_R02_label_14.npy,6.371345958929459
K12_A015_R03,K12_A015_R03_label_14.npy,5.2390625602328225
K12_A015_R04,K12_A015_R04_label_14.npy,8.22568388020263
K13_A001_R01,K13_A001_R01_label_0.npy,2.642435644221714
K13_A001_R02,K13_A001_R02_label_0.npy,5.416357146077777
K13_A001_R03,K13_A001_R03_label_0.npy,5.991480504252553
K13_A001_R04,K13_A001_R04_label_0.npy,2.6415810173304104
K13_A002_R01,K13_A002_R01_label_1.npy,22.663584823243394
K13_A002_R02,K13_A002_R02_label_1.npy,7.957886914365272
K13_A002_R03,K13_A002_R03_label_1.npy,6.095687388454807
K13_A002_R04,K13_A002_R04_label_1.npy,10.542443407029204
K13_A003_R01,K13_A003_R01_label_2.npy,28.933951124762665
K13_A003_R02,K13_A003_R02_label_2.npy,14.296018338975115
K13_A003_R03,K13_A003_R03_label_2.npy,29.06525729274099
K13_A003_R04,K13_A003_R04_label_2.npy,22.86155874083164
K13_A004_R01,K13_A004_R01_label_3.npy,7.99277666061544
K13_A004_R02,K13_A004_R02_label_3.npy,8.523035187623046
K13_A004_R03,K13_A004_R03_label_3.npy,6.096004024863012
K13_A004_R04,K13_A004_R04_label_3.npy,15.179985855642059
K13_A005_R01,K13_A005_R01_label_4.npy,15.116844982304258
K13_A005_R02,K13_A005_R02_label_4.npy,36.39310327323788
K13_A005_R03,K13_A005_R03_label_4.npy,9.78693972090045
K13_A005_R04,K13_A005_R04_label_4.npy,11.75420516538369
K13_A006_R01,K13_A006_R01_label_5.npy,37.19805855006225
K13_A006_R02,K13_A006_R02_label_5.npy,12.385173287649117
K13_A006_R03,K13_A006_R03_label_5.npy,15.598972152540867
K13_A006_R04,K13_A006_R04_label_5.npy,5.671346795820219
K13_A007_R01,K13_A007_R01_label_6.npy,3.7985230303066193
K13_A007_R02,K13_A007_R02_label_6.npy,2.968149324958566
K13_A007_R03,K13_A007_R03_label_6.npy,2.1272139638533663
K13_A007_R04,K13_A007_R04_label_6.npy,2.103852318098216
K13_A008_R01,K13_A008_R01_label_7.npy,20.354981383633266
K13_A008_R02,K13_A008_R02_label_7.npy,17.68339719058046
K13_A008_R03,K13_A008_R03_label_7.npy,20.894285587518052
K13_A008_R04,K13_A008_R04_label_7.npy,13.816545270988641
K13_A009_R01,K13_A009_R01_label_8.npy,12.3816712015576
K13_A009_R02,K13_A009_R02_label_8.npy,12.904215945246616
K13_A009_R03,K13_A009_R03_label_8.npy,12.835672082795591
K13_A009_R04,K13_A009_R04_label_8.npy,29.00044120949635
K13_A010_R01,K13_A010_R01_label_9.npy,56.1404970397916
K13_A010_R02,K13_A010_R02_label_9.npy,27.879648907358668
K13_A010_R03,K13_A010_R03_label_9.npy,18.23096879151316
K13_A010_R04,K13_A010_R04_label_9.npy,20.249577368807255
K13_A011_R01,K13_A011_R01_label_10.npy,1.8651359234102283
K13_A011_R02,K13_A011_R02_label_10.npy,1.9414744479370458
K13_A011_R03,K13_A011_R03_label_10.npy,1.707912830414344
K13_A011_R04,K13_A011_R04_label_10.npy,2.5931796554324364
K13_A012_R01,K13_A012_R01_label_11.npy,30.64484408435038
K13_A012_R02,K13_A012_R02_label_11.npy,21.23158064378171
K13_A012_R03,K13_A012_R03_label_11.npy,20.4755125900594
K13_A012_R04,K13_A012_R04_label_11.npy,20.098711961808874
K13_A013_R01,K13_A013_R01_label_12.npy,3.990217027249815
K13_A013_R02,K13_A013_R02_label_12.npy,3.484326163724264
K13_A013_R03,K13_A013_R03_label_12.npy,1.3524864043884262
K13_A013_R04,K13_A013_R04_label_12.npy,3.857515325955681
K13_A014_R01,K13_A014_R01_label_13.npy,68.46138622439699
K13_A014_R02,K13_A014_R02_label_13.npy,76.10738955605842
K13_A014_R03,K13_A014_R03_label_13.npy,94.647735243802
K13_A014_R04,K13_A014_R04_label_13.npy,96.40576078881617
K13_A015_R01,K13_A015_R01_label_14.npy,32.58114496600048
K13_A015_R02,K13_A015_R02_label_14.npy,25.02270654568653
K13_A015_R03,K13_A015_R03_label_14.npy,50.49936650643851
K13_A015_R04,K13_A015_R04_label_14.npy,58.33665964718515
K14_A001_R01,K14_A001_R01_label_0.npy,39.33857150335304
K14_A001_R02,K14_A001_R02_label_0.npy,34.700132663885796
K14_A001_R03,K14_A001_R03_label_0.npy,41.62763206134667
K14_A001_R04,K14_A001_R04_label_0.npy,41.72763071300397
K14_A002_R01,K14_A002_R01_label_1.npy,28.863067151797825
K14_A002_R02,K14_A002_R02_label_1.npy,22.061346520433364
K14_A002_R03,K14_A002_R03_label_1.npy,26.597653283842018
K14_A002_R04,K14_A002_R04_label_1.npy,22.478876300882142
K14_A003_R01,K14_A003_R01_label_2.npy,11.166379006022115
K14_A003_R02,K14_A003_R02_label_2.npy,8.584761347701418
K14_A003_R03,K14_A003_R03_label_2.npy,8.239719717571305
K14_A003_R04,K14_A003_R04_label_2.npy,9.302986271534772
K14_A004_R01,K14_A004_R01_label_3.npy,6.5929230369678615
K14_A004_R02,K14_A004_R02_label_3.npy,12.179261377125593
K14_A004_R03,K14_A004_R03_label_3.npy,18.554939604854845
K14_A004_R04,K14_A004_R04_label_3.npy,7.604827997382399
K14_A005_R01,K14_A005_R01_label_4.npy,8.328245119802329
K14_A005_R02,K14_A005_R02_label_4.npy,7.384529805270436
K14_A005_R03,K14_A005_R03_label_4.npy,6.584388703549077
K14_A005_R04,K14_A005_R04_label_4.npy,7.347634324398103
K14_A006_R01,K14_A006_R01_label_5.npy,6.12379435425866
K14_A006_R02,K14_A006_R02_label_5.npy,10.780060601716583
K14_A006_R03,K14_A006_R03_label_5.npy,7.179113616313189
K14_A006_R04,K14_A006_R04_label_5.npy,15.302680456443134
K14_A007_R01,K14_A007_R01_label_6.npy,5.791561520024843
K14_A007_R02,K14_A007_R02_label_6.npy,2.0671379991580725
K14_A007_R03,K14_A007_R03_label_6.npy,2.0244150498234874
K14_A007_R04,K14_A007_R04_label_6.npy,3.0379006639744426
K14_A008_R01,K14_A008_R01_label_7.npy,20.54231947174514
K14_A008_R02,K14_A008_R02_label_7.npy,22.13342691795587
K14_A008_R03,K14_A008_R03_label_7.npy,14.860313339900852
K14_A008_R04,K14_A008_R04_label_7.npy,13.550493498630498
K14_A009_R01,K14_A009_R01_label_8.npy,34.93673476118493
K14_A009_R02,K14_A009_R02_label_8.npy,28.510407093934084
K14_A009_R03,K14_A009_R03_label_8.npy,34.89473916059127
K14_A009_R04,K14_A009_R04_label_8.npy,33.556991600699156
K14_A010_R01,K14_A010_R01_label_9.npy,8.565131272581278
K14_A010_R02,K14_A010_R02_label_9.npy,10.000209273186108
K14_A010_R03,K14_A010_R03_label_9.npy,7.573976680888389
K14_A010_R04,K14_A010_R04_label_9.npy,6.836575046125216
K14_A011_R01,K14_A011_R01_label_10.npy,8.506127835495235
K14_A011_R02,K14_A011_R02_label_10.npy,3.4576079206943735
K14_A011_R03,K14_A011_R03_label_10.npy,5.190245025820968
K14_A011_R04,K14_A011_R04_label_10.npy,3.340207191361814
K14_A012_R01,K14_A012_R01_label_11.npy,47.522700769364874
K14_A012_R02,K14_A012_R02_label_11.npy,11.418090516849443
K14_A012_R03,K14_A012_R03_label_11.npy,11.030491279677591
K14_A012_R04,K14_A012_R04_label_11.npy,9.905101765033653
K14_A013_R01,K14_A013_R01_label_12.npy,3.5988920132597353
K14_A013_R02,K14_A013_R02_label_12.npy,4.946752284092807
K14_A013_R03,K14_A013_R03_label_12.npy,2.2411217253708795
K14_A013_R04,K14_A013_R04_label_12.npy,1.5231256552005592
K14_A014_R01,K14_A014_R01_label_13.npy,8.157203273514344
K14_A014_R02,K14_A014_R02_label_13.npy,9.03403693533172
K14_A014_R03,K14_A014_R03_label_13.npy,6.3932866913896005
K14_A014_R04,K14_A014_R04_label_13.npy,4.83530926344235
K14_A015_R01,K14_A015_R01_label_14.npy,5.322279992177624
K14_A015_R02,K14_A015_R02_label_14.npy,8.552798960043642
K14_A015_R03,K14_A015_R03_label_14.npy,21.631368923316682
K14_A015_R04,K14_A015_R04_label_14.npy,37.336028913004526
K15_A001_R01,K15_A001_R01_label_0.npy,4.087726460182465
